Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);TEMPERATURA MINIMA NA HORA ANT. (AUT)(°C);UMIDADE REL. MAX. NA HORA ANT. (AUT)(%);VENTO, VELOCIDADE HORARIA(m/s)
04/12/2018;1200;0;21,8;77;0,8
04/12/2018;1300;0;23,8;69;0,3
04/12/2018;1400;0;26,2;59;1,3
04/12/2018;1500;0;28;54;2,3
04/12/2018;1600;0;28,4;53;2,3
04/12/2018;1700;0;29,4;50;3
04/12/2018;1800;0;30,6;44;3,8
04/12/2018;1900;0;30,8;42;3,5
04/12/2018;2000;0;30,7;42;2,3
04/12/2018;2100;0;29,8;44;1,3
04/12/2018;2200;0;26,4;58;0,1
04/12/2018;2300;0;24,9;65;0
05/12/2018;0;0;23,8;68;0
05/12/2018;100;0;22,5;76;0
05/12/2018;200;0;22,3;78;0
05/12/2018;300;0;20,9;86;0
05/12/2018;400;0;20,9;87;0
05/12/2018;500;0;20,4;88;0
05/12/2018;600;0;20,1;90;0
05/12/2018;700;0;19,3;94;0
05/12/2018;800;0;19,3;94;0
05/12/2018;900;0;19,4;94;0
05/12/2018;1000;0;19,8;93;0
05/12/2018;1100;0;21,4;87;0
05/12/2018;1200;0;25,6;61;2,1
05/12/2018;1300;0;27,6;46;0,8
05/12/2018;1400;0;29,4;39;1,4
05/12/2018;1500;0;30,7;31;2,1
05/12/2018;1600;0;31,9;32;2,8
05/12/2018;1700;0;32,1;32;2,6
05/12/2018;1800;0;32,3;32;3,4
05/12/2018;1900;0;32,2;34;2,7
05/12/2018;2000;0;32,1;36;0,9
05/12/2018;2100;0;30,5;40;0,2
05/12/2018;2200;0;27,4;51;0
05/12/2018;2300;0;25,4;60;0
06/12/2018;0;0;24,9;62;0
06/12/2018;100;0;23;76;0
06/12/2018;200;0;21,3;82;0
06/12/2018;300;0;20,8;84;0
06/12/2018;400;0;20,6;86;1,2
06/12/2018;500;0;21,3;74;1,3
06/12/2018;600;0;19,2;70;0
06/12/2018;700;0;18,5;74;0,1
06/12/2018;800;0;17,8;76;0,7
06/12/2018;900;0;17,2;80;0,8
06/12/2018;1000;0;17,5;74;0,6
06/12/2018;1100;0;20,5;63;2,1
06/12/2018;1200;0;23,2;54;2,2
06/12/2018;1300;0;25,3;52;2,1
06/12/2018;1400;0;27,2;49;1,8
06/12/2018;1500;0;29,3;45;1,5
06/12/2018;1600;0;31;39;1,3
06/12/2018;1700;0;32,3;34;1,7
06/12/2018;1800;0;32,5;35;2
06/12/2018;1900;0;32,6;34;2,2
06/12/2018;2000;0;32,3;32;1,7
06/12/2018;2100;0;30,9;38;1
06/12/2018;2200;0;27;55;0
06/12/2018;2300;0;25,2;62;0
07/12/2018;0;0;24,9;62;0
07/12/2018;100;0;23,1;68;0
07/12/2018;200;0;22,1;77;1
07/12/2018;300;0;21,8;83;0,3
07/12/2018;400;0;20,8;86;0,1
07/12/2018;500;0;20;89;0,2
07/12/2018;600;0;20;89;0,3
07/12/2018;700;0;19,8;87;0,4
07/12/2018;800;0;19,5;87;0,6
07/12/2018;900;0;19,4;87;0,7
07/12/2018;1000;0;19,7;85;1,4
07/12/2018;1100;0;21,2;76;1,8
07/12/2018;1200;0;22,9;69;2
07/12/2018;1300;0;24,9;61;1,8
07/12/2018;1400;0;26,3;55;1
07/12/2018;1500;0;27,7;51;2,7
07/12/2018;1600;0;28,9;47;1,6
07/12/2018;1700;0;29,5;45;3
07/12/2018;1800;0;28,7;47;2
07/12/2018;1900;0;28,2;48;2,2
07/12/2018;2000;0;26,4;60;1,1
07/12/2018;2100;0;25;69;0,5
07/12/2018;2200;0;24,3;70;0
07/12/2018;2300;0;22,9;76;1,1
08/12/2018;0;0;21,6;77;1,3
08/12/2018;100;0;20,3;77;2,4
08/12/2018;200;0;19,5;79;1,6
08/12/2018;300;0;19,3;78;2
08/12/2018;400;0;19;78;2,2
08/12/2018;500;0;19;76;1,6
08/12/2018;600;0;18,7;76;2
08/12/2018;700;0;18,5;74;2,4
08/12/2018;800;0;17,4;76;2
08/12/2018;900;0;17,1;75;1,8
08/12/2018;1000;0;17,7;73;2
08/12/2018;1100;0;18;71;3
08/12/2018;1200;0;18,6;68;4
08/12/2018;1300;0;19,5;64;3,7
08/12/2018;1400;0;21;59;3,9
08/12/2018;1500;0;22,8;54;3,1
08/12/2018;1600;0;23,3;52;2,5
08/12/2018;1700;0;23,4;52;3,1
08/12/2018;1800;0;24,6;48;3,1
08/12/2018;1900;0;24,6;48;3
08/12/2018;2000;0;24,3;50;2,8
08/12/2018;2100;0;24,3;48;1,7
08/12/2018;2200;0;22,4;54;1,5
08/12/2018;2300;0;21;58;1,6
09/12/2018;0;0;19,4;63;1,1
09/12/2018;100;0;18,1;68;0,8
09/12/2018;200;0;17,6;72;1,9
09/12/2018;300;0;16,8;77;1,2
09/12/2018;400;0;15,7;81;0,6
09/12/2018;500;0;15,3;83;1,3
09/12/2018;600;0;15,3;80;0,8
09/12/2018;700;0;13,7;87;0,3
09/12/2018;800;0;12,7;92;0
09/12/2018;900;0;12,7;92;0,3
09/12/2018;1000;0;13,9;86;1,2
09/12/2018;1100;0;17;74;1,9
09/12/2018;1200;0;18,9;64;2,3
09/12/2018;1300;0;21,6;58;1,6
09/12/2018;1400;0;24;53;1,8
09/12/2018;1500;0;25,8;48;2
09/12/2018;1600;0;26,4;48;1,6
09/12/2018;1700;0;28,5;44;1,3
09/12/2018;1800;0;28,6;44;1,4
09/12/2018;1900;0;28,6;43;0,6
09/12/2018;2000;0;28,9;44;0,3
09/12/2018;2100;0;27,6;47;1,2
09/12/2018;2200;0;26,4;51;0,9
09/12/2018;2300;0;25,4;56;0,5
10/12/2018;0;0;22,8;69;0,1
10/12/2018;100;0;22,2;73;1,5
10/12/2018;200;0;22,1;69;2,2
10/12/2018;300;0;20,8;73;1,2
10/12/2018;400;0;19,5;79;0,9
10/12/2018;500;0;19,2;79;0,5
10/12/2018;600;0;18,1;84;0,5
10/12/2018;700;0;17,2;87;0,1
10/12/2018;800;0;17;88;0
10/12/2018;900;0;16,9;89;0
10/12/2018;1000;0;17,6;87;0,3
10/12/2018;1100;0;19,8;77;0,7
10/12/2018;1200;0;23,7;65;1,4
10/12/2018;1300;0;26,3;58;1,5
10/12/2018;1400;0;28,4;53;1,4
10/12/2018;1500;0;29,2;51;1,3
10/12/2018;1600;0;30;46;1,8
10/12/2018;1700;0;31,1;41;1,3
10/12/2018;1800;0;32,7;38;1,4
10/12/2018;1900;0;31,9;37;0,9
10/12/2018;2000;0;32,8;34;1,3
10/12/2018;2100;0;32;36;0,5
10/12/2018;2200;0;28,9;47;0
10/12/2018;2300;0;27,1;51;0
11/12/2018;0;0;25,4;67;0
11/12/2018;100;0;24,4;69;0,1
11/12/2018;200;0;22,9;74;0
11/12/2018;300;0;21,8;78;0
11/12/2018;400;0;21,5;79;0
11/12/2018;500;0;20,8;81;0
11/12/2018;600;0;20,6;82;0,3
11/12/2018;700;0;19,5;86;0
11/12/2018;800;0;19,2;88;0
11/12/2018;900;0;19;88;0
11/12/2018;1000;0;19,4;87;0
11/12/2018;1100;0;21,8;78;0,6
11/12/2018;1200;0;25,6;64;1,1
11/12/2018;1300;0;28,8;53;1,8
11/12/2018;1400;0;30,1;50;1
11/12/2018;1500;0;30,1;50;1,8
11/12/2018;1600;0;30,9;44;0,8
11/12/2018;1700;0;30,9;44;0,6
11/12/2018;1800;0;32;40;1
11/12/2018;1900;0;31,7;38;0,8
11/12/2018;2000;0;32,5;35;0,3
11/12/2018;2100;0;29,7;48;0
11/12/2018;2200;0;28,5;49;0
11/12/2018;2300;0;26,6;55;0
12/12/2018;0;0;24,7;65;0,1
12/12/2018;100;0;24,4;67;0
12/12/2018;200;0;23,2;72;0
12/12/2018;300;0;22,1;77;0,3
12/12/2018;400;0;21,1;81;0
12/12/2018;500;0;20,9;81;0
12/12/2018;600;0;20,3;82;0
12/12/2018;700;0;20,1;85;0
12/12/2018;800;0;19,2;87;0
12/12/2018;900;0;18,7;89;0
12/12/2018;1000;0;19,4;88;0,1
12/12/2018;1100;0;21,5;82;0,5
12/12/2018;1200;0;25,5;66;0,8
12/12/2018;1300;0;28,4;50;0,6
12/12/2018;1400;0;30,8;42;1,2
12/12/2018;1500;0;32,8;38;2,8
12/12/2018;1600;0;32,4;37;1,4
12/12/2018;1700;0;32,8;36;0,6
12/12/2018;1800;0;32,8;34;1,5
12/12/2018;1900;0;34,2;27;0,6
12/12/2018;2000;0;33,8;29;2
12/12/2018;2100;0;33;31;1
12/12/2018;2200;0;30,1;40;0
12/12/2018;2300;0;28,9;44;0
13/12/2018;0;0;26,2;56;0
13/12/2018;100;0;24,8;63;0
13/12/2018;200;0;24;66;0,1
13/12/2018;300;0;23,2;72;0
13/12/2018;400;0;22,1;77;0
13/12/2018;500;0;21,8;78;0
13/12/2018;600;0;20,5;83;0
13/12/2018;700;0;20;87;0,3
13/12/2018;800;0;19,8;87;0
13/12/2018;900;0;19,9;87;0
13/12/2018;1000;0;19,9;88;0,1
13/12/2018;1100;0;23,6;72;0
13/12/2018;1200;0;27,2;61;1,3
13/12/2018;1300;0;29,1;55;1,8
13/12/2018;1400;0;31,1;46;1,4
13/12/2018;1500;0;33,3;40;1,8
13/12/2018;1600;0;32,9;41;0,9
13/12/2018;1700;0;32,8;42;1,8
13/12/2018;1800;0;32,2;35;1,9
13/12/2018;1900;0;26,2;56;1,1
13/12/2018;2000;0;27,4;56;2,8
13/12/2018;2100;0;25,1;62;1,6
13/12/2018;2200;0;24,5;69;2,3
13/12/2018;2300;0;24,3;70;1,8
14/12/2018;0;0;23,6;73;0,5
14/12/2018;100;0;22;80;0
14/12/2018;200;0;22,3;82;0,1
14/12/2018;300;0;23,2;76;0,5
14/12/2018;400;0;23;79;0,1
14/12/2018;500;0,4;21,4;88;0,3
14/12/2018;600;0;21,5;87;0,4
14/12/2018;700;0;21,9;86;0,2
14/12/2018;800;0;21,6;86;0,1
14/12/2018;900;0;21,3;86;0,1
14/12/2018;1000;0;21,4;86;0,1
14/12/2018;1100;0;23,9;77;0,5
14/12/2018;1200;0;25,9;69;0,9
14/12/2018;1300;0,2;28,3;59;1,6
14/12/2018;1400;0;29,4;54;2
14/12/2018;1500;0;31;52;2,2
14/12/2018;1600;0;31,2;52;1,9
14/12/2018;1700;0;32,9;44;1,8
14/12/2018;1800;0;26,1;66;2,1
14/12/2018;1900;0;25,5;70;1,1
14/12/2018;2000;0;24,5;74;0
14/12/2018;2100;0;24,6;75;0
14/12/2018;2200;0;23,8;77;0
14/12/2018;2300;0;22,8;84;0
15/12/2018;0;0;22,2;87;0
15/12/2018;100;0;22;88;0,5
15/12/2018;200;0;22,2;89;0,1
15/12/2018;300;0;22,2;89;0
15/12/2018;400;0;22,4;89;0
15/12/2018;500;0;22,6;86;0
15/12/2018;600;0;22,5;86;0
15/12/2018;700;0;22,2;86;0
15/12/2018;800;0;21,8;87;0
15/12/2018;900;0;21,8;87;0
15/12/2018;1000;0;22,1;86;0
15/12/2018;1100;0;23,9;80;0,1
15/12/2018;1200;0;27;65;1,1
15/12/2018;1300;0;28,2;60;3,2
15/12/2018;1400;0;29,9;55;2,5
15/12/2018;1500;0;30,7;56;2,7
15/12/2018;1600;0;31,7;53;1,9
15/12/2018;1700;0;32,2;52;1,4
15/12/2018;1800;0;32,7;45;1,3
15/12/2018;1900;0;33;44;1,2
15/12/2018;2000;0;32,7;44;0,6
15/12/2018;2100;0;29,9;54;1,1
15/12/2018;2200;0;26;62;0,7
15/12/2018;2300;0;24,3;70;0,8
16/12/2018;0;0;23,8;74;2,5
16/12/2018;100;0;24,1;73;2,6
16/12/2018;200;0;23,5;75;0,9
16/12/2018;300;0;23,3;77;0,8
16/12/2018;400;0;23,3;75;1,6
16/12/2018;500;0;22,7;77;0
16/12/2018;600;0;22,7;77;0,9
16/12/2018;700;0;23,1;81;0,4
16/12/2018;800;0;22,4;84;0
16/12/2018;900;0;21,9;87;0,5
16/12/2018;1000;0;22,1;86;0,3
16/12/2018;1100;0;24;78;0,5
16/12/2018;1200;0;26,4;69;0,3
16/12/2018;1300;0;29,1;59;1,1
16/12/2018;1400;0;31,3;47;0,9
16/12/2018;1500;0;32,9;41;1,6
16/12/2018;1600;0;34;36;1,7
16/12/2018;1700;0;34,2;34;2,1
16/12/2018;1800;0;34,1;39;3
16/12/2018;1900;0;34;37;2,1
16/12/2018;2000;0;33,5;39;2,1
16/12/2018;2100;0;33,7;40;0,9
16/12/2018;2200;0;29,6;54;1,9
16/12/2018;2300;0;28,7;46;0,2
17/12/2018;0;0;27,6;57;0,1
17/12/2018;100;0;26,4;66;0
17/12/2018;200;0;25,9;68;0
17/12/2018;300;0;25,3;74;0,3
17/12/2018;400;0;24,3;79;0,4
17/12/2018;500;0;24,6;79;0
17/12/2018;600;0;23,4;83;0
17/12/2018;700;0;23,1;85;0
17/12/2018;800;0;23;85;0,2
17/12/2018;900;0;23,7;86;0
17/12/2018;1000;0;23,8;86;0,5
17/12/2018;1100;0;25,2;82;1,2
17/12/2018;1200;0;28,3;68;0,7
17/12/2018;1300;0;30,3;59;1
17/12/2018;1400;0;32,7;51;1,3
17/12/2018;1500;0;33,7;43;1,3
17/12/2018;1600;0;33,1;48;0,6
17/12/2018;1700;1,6;27,4;82;1,5
17/12/2018;1800;0,2;26,7;79;0,1
17/12/2018;1900;0;27,2;77;1,3
17/12/2018;2000;0;27,9;69;0
17/12/2018;2100;0;29,1;69;0,5
17/12/2018;2200;0;27,8;75;0
17/12/2018;2300;0;26,7;79;0,2
18/12/2018;0;0;26,8;76;1,4
18/12/2018;100;0;25,3;74;0,6
18/12/2018;200;0;24,1;82;0
18/12/2018;300;0;23,6;85;0,1
18/12/2018;400;0;23,5;84;0,2
18/12/2018;500;0;22,6;85;0,1
18/12/2018;600;0;22,4;88;0,2
18/12/2018;700;0;21,8;90;0
18/12/2018;800;0;21,2;93;0,1
18/12/2018;900;0;21,4;93;0,1
18/12/2018;1000;0;21,4;93;0
18/12/2018;1100;0;22,9;88;0,3
18/12/2018;1200;0,2;26,4;74;1,2
18/12/2018;1300;0;28,3;65;1
18/12/2018;1400;0;30,6;56;1,4
18/12/2018;1500;0;32,5;49;1,2
18/12/2018;1600;0;32,8;48;0,9
18/12/2018;1700;0;29,6;63;0,3
18/12/2018;1800;0;28,8;66;2,7
18/12/2018;1900;0;32,8;49;2,7
18/12/2018;2000;0;31,5;53;0,6
18/12/2018;2100;0;30,4;61;0,1
18/12/2018;2200;0;28,3;71;0
18/12/2018;2300;0;26,7;79;0
19/12/2018;0;0;25,9;83;0
19/12/2018;100;0;25,3;86;0,7
19/12/2018;200;0;25,1;85;1,4
19/12/2018;300;0;26,2;70;2
19/12/2018;400;0;25,7;69;0,8
19/12/2018;500;0;25,1;70;1
19/12/2018;600;0;23,3;78;1,1
19/12/2018;700;0;22,8;81;0,5
19/12/2018;800;0;22,3;84;0,5
19/12/2018;900;0;22;88;0
19/12/2018;1000;0;21,9;88;0,1
19/12/2018;1100;0;23,6;83;0,7
19/12/2018;1200;0;25,6;74;1,5
19/12/2018;1300;0;27,3;68;1,9
19/12/2018;1400;0;29,8;57;1,5
19/12/2018;1500;0;31,7;48;1,7
19/12/2018;1600;0;32,4;46;1,1
19/12/2018;1700;0;32,7;46;1,1
19/12/2018;1800;0;31,9;50;1,4
19/12/2018;1900;0;32,7;47;1,1
19/12/2018;2000;0;32,6;44;0,3
19/12/2018;2100;0;32,4;43;0,4
19/12/2018;2200;0;29,4;57;0
19/12/2018;2300;0;27,7;64;0
20/12/2018;0;0;26,5;71;0
20/12/2018;100;0;25,7;76;0,2
20/12/2018;200;0;24,9;81;0,4
20/12/2018;300;0;24,1;83;0
20/12/2018;400;0;23,9;84;0
20/12/2018;500;0;23,1;87;0
20/12/2018;600;0;23,2;87;0
20/12/2018;700;0;23,4;85;0
20/12/2018;800;0;23,4;86;0
20/12/2018;900;0;23;88;0
20/12/2018;1000;0;23,4;88;0,1
20/12/2018;1100;0;26,4;77;0,4
20/12/2018;1200;0;28,3;67;1,3
20/12/2018;1300;0;30,2;56;1,2
20/12/2018;1400;0;30,7;57;1,1
20/12/2018;1500;0;32,8;49;1,2
20/12/2018;1600;0;34,6;38;1,6
20/12/2018;1700;0;35,4;35;1,7
20/12/2018;1800;0;34;39;1,1
20/12/2018;1900;0,4;29,6;51;2,4
20/12/2018;2000;10;22,9;82;0,4
20/12/2018;2100;0,2;28,5;71;0,5
20/12/2018;2200;0;28;72;0
20/12/2018;2300;0;26,1;80;0,2
21/12/2018;0;0;25,4;80;0
21/12/2018;100;0;25,3;82;0
21/12/2018;200;0;24;87;0
21/12/2018;300;0;23,5;89;0,1
21/12/2018;400;0;23,5;88;0
21/12/2018;500;0;22,8;90;0
21/12/2018;600;0;22,3;91;0
21/12/2018;700;0;22,1;92;0
21/12/2018;800;0;21,9;92;0
21/12/2018;900;0;21,6;93;0
21/12/2018;1000;0;21,6;93;0
21/12/2018;1100;0;23,2;88;1,3
21/12/2018;1200;0;26,5;79;1,1
21/12/2018;1300;0;29;67;0,9
21/12/2018;1400;0;31,8;56;0,8
21/12/2018;1500;0;33,5;48;1,4
21/12/2018;1600;0;34,8;40;1,7
21/12/2018;1700;0;35,7;35;2,1
21/12/2018;1800;0;31;49;3,3
21/12/2018;1900;0;24,2;72;2,5
21/12/2018;2000;0;24,1;75;1,8
21/12/2018;2100;0,2;23,5;82;0,2
21/12/2018;2200;0;23;84;0,4
21/12/2018;2300;0;22,6;86;0
22/12/2018;0;0;22,6;87;0
22/12/2018;100;0;22,1;87;0
22/12/2018;200;0;22,4;88;1,4
22/12/2018;300;0;21,9;88;0,8
22/12/2018;400;0;21,7;90;0
22/12/2018;500;0;21,4;92;0,1
22/12/2018;600;0;21,1;93;0,1
22/12/2018;700;0;21;93;0
22/12/2018;800;0;20,8;94;0,4
22/12/2018;900;0;20,8;93;0
22/12/2018;1000;0;21,2;93;0
22/12/2018;1100;0;22,4;88;0
22/12/2018;1200;0;25,4;78;1
22/12/2018;1300;0;26,2;72;0,8
22/12/2018;1400;0;28,2;65;0,8
22/12/2018;1500;0;30,2;61;1,8
22/12/2018;1600;0;31,7;49;3,6
22/12/2018;1700;0;32,6;47;3,7
22/12/2018;1800;0;26;67;1,3
22/12/2018;1900;0;27,1;63;0,2
22/12/2018;2000;0;29;61;0
22/12/2018;2100;0;25,6;70;2,4
22/12/2018;2200;0;24,1;76;0,4
22/12/2018;2300;0,2;23,5;80;2,4
23/12/2018;0;0;22,8;80;1,7
23/12/2018;100;0;22,6;81;0,3
23/12/2018;200;0;22,4;82;0
23/12/2018;300;0;22,2;86;0
23/12/2018;400;0;21,7;88;0,2
23/12/2018;500;0;21,4;91;0
23/12/2018;600;0;21,4;91;0
23/12/2018;700;0;21,3;92;0
23/12/2018;800;0;21,3;91;0
23/12/2018;900;0;21,2;92;0
23/12/2018;1000;0;21,3;92;0
23/12/2018;1100;0;22,4;87;0
23/12/2018;1200;0;23,5;83;0,1
23/12/2018;1300;0;23,9;81;0,3
23/12/2018;1400;0,4;24,4;84;0,9
23/12/2018;1500;0,2;24,3;87;1,5
23/12/2018;1600;0;25,1;82;1,1
23/12/2018;1700;0;27,7;70;2,1
23/12/2018;1800;0;28,7;63;2,3
23/12/2018;1900;0;28,5;63;2,7
23/12/2018;2000;0;27,4;66;2
23/12/2018;2100;0;25,8;74;0,5
23/12/2018;2200;0;25,4;75;0,6
23/12/2018;2300;0;24,4;74;1,6
24/12/2018;0;0;24;77;0
24/12/2018;100;0;23,8;82;0,5
24/12/2018;200;0;23;86;0
24/12/2018;300;0;22,5;89;0
24/12/2018;400;0;22,3;91;0
24/12/2018;500;0;22,3;92;0
24/12/2018;600;0;22,3;91;0
24/12/2018;700;0;22,4;91;0
24/12/2018;800;0;22,2;91;0
24/12/2018;900;0;22,1;92;0
24/12/2018;1000;0;22,4;92;0
24/12/2018;1100;0;23,4;86;0,2
24/12/2018;1200;0;24,1;83;0,3
24/12/2018;1300;6;22,4;93;0,2
24/12/2018;1400;0,2;22,6;93;0,4
24/12/2018;1500;0,4;22,7;93;1,8
24/12/2018;1600;0;22,7;91;2,3
24/12/2018;1700;0;22,8;89;2
24/12/2018;1800;0;23,6;84;1,1
24/12/2018;1900;0,2;22;89;1,4
24/12/2018;2000;1,4;21,8;92;0,2
24/12/2018;2100;0;21,9;93;0,2
24/12/2018;2200;0;22;92;0
24/12/2018;2300;0;21,7;94;0,6
25/12/2018;0;0;22,1;91;0,8
25/12/2018;100;0;22,1;87;0,9
25/12/2018;200;0,2;22,2;84;0,7
25/12/2018;300;0;21,6;85;0,6
25/12/2018;400;0;21,4;85;0,2
25/12/2018;500;0;21,2;87;0,4
25/12/2018;600;0,2;20,7;88;0
25/12/2018;700;0;20,5;91;0
25/12/2018;800;0;20,5;91;0
25/12/2018;900;0;20,6;90;0,2
25/12/2018;1000;0;20,9;89;0,1
25/12/2018;1100;0;21,3;87;0,8
25/12/2018;1200;0;22,6;84;0,5
25/12/2018;1300;0;23,3;78;0,3
25/12/2018;1400;0;23,4;77;1
25/12/2018;1500;0;22,7;83;2,2
25/12/2018;1600;0;23;80;0,7
25/12/2018;1700;0;25,2;74;1,2
25/12/2018;1800;0;26,5;66;0,9
25/12/2018;1900;0,2;27,4;63;0,7
25/12/2018;2000;0;26,8;68;1,1
25/12/2018;2100;0,8;24,1;80;0,3
25/12/2018;2200;0;24,1;84;0
25/12/2018;2300;0;22,6;90;0
26/12/2018;0;0;22,6;91;0
26/12/2018;100;0;22,7;89;0,2
26/12/2018;200;0;22,3;85;1
26/12/2018;300;0;22,2;83;0,8
26/12/2018;400;0;21,7;82;0,3
26/12/2018;500;0;21,2;85;0,1
26/12/2018;600;0;20,9;86;1,1
26/12/2018;700;0;20,9;83;0,3
26/12/2018;800;0;20,4;83;0,2
26/12/2018;900;0;19,9;85;0,2
26/12/2018;1000;0;20,2;83;1,1
26/12/2018;1100;0;21,5;80;1,7
26/12/2018;1200;0;22,4;75;1,9
26/12/2018;1300;0;24,9;67;1,1
26/12/2018;1400;0;26,5;63;1,9
26/12/2018;1500;0;27,1;61;0,9
26/12/2018;1600;0;27,4;59;1
26/12/2018;1700;0;28,7;56;1,1
26/12/2018;1800;0;29,5;53;1,8
26/12/2018;1900;0;29,6;51;1,6
26/12/2018;2000;0;30,7;48;2,2
26/12/2018;2100;0;29,6;51;1,8
26/12/2018;2200;0;28,5;53;0,6
26/12/2018;2300;0;27,4;57;0
27/12/2018;0;0;25,3;72;0
27/12/2018;100;0;23,9;78;1
27/12/2018;200;0;24,1;76;0,6
27/12/2018;300;0;23,1;78;0,7
27/12/2018;400;0;22,6;80;1
27/12/2018;500;0;22,1;81;0,8
27/12/2018;600;0;21,3;85;0
27/12/2018;700;0;20,9;85;0,2
27/12/2018;800;0;20,4;86;0
27/12/2018;900;0;20,3;88;0,1
27/12/2018;1000;0;20,3;87;0,2
27/12/2018;1100;0;21,9;84;1,7
27/12/2018;1200;0;24,2;71;1,6
27/12/2018;1300;0;26,4;63;2,2
27/12/2018;1400;0;27,6;57;2
27/12/2018;1500;0;29,2;52;1,7
27/12/2018;1600;0;29,9;50;1,7
27/12/2018;1700;0;30;50;1,4
27/12/2018;1800;0;30,2;48;1,9
27/12/2018;1900;0;30,9;46;1,6
27/12/2018;2000;0;31;47;0,2
27/12/2018;2100;0;31;44;1,6
27/12/2018;2200;0;29,5;48;1,4
27/12/2018;2300;0;27,6;54;0,4
28/12/2018;0;0;25,6;62;0,3
28/12/2018;100;0;25,2;66;1,4
28/12/2018;200;0;24,6;68;1,8
28/12/2018;300;0;23,8;74;2,3
28/12/2018;400;0;23,5;75;1,2
28/12/2018;500;0;23,1;77;0,7
28/12/2018;600;0;22,6;79;0,6
28/12/2018;700;0;22,3;82;0,2
28/12/2018;800;0;21,4;86;0,3
28/12/2018;900;0;21,1;88;0,3
28/12/2018;1000;0;21,5;85;0,2
28/12/2018;1100;0;22,7;82;0,9
28/12/2018;1200;0;25;71;1
28/12/2018;1300;0;26,7;65;0,5
28/12/2018;1400;0;27,6;63;0,5
28/12/2018;1500;0;28,6;60;0,9
28/12/2018;1600;0;29,9;58;1
28/12/2018;1700;0;30,4;54;0,6
28/12/2018;1800;0;30,1;56;0,9
28/12/2018;1900;0;31,3;48;1,7
28/12/2018;2000;0,6;24,8;69;4,7
28/12/2018;2100;1,2;23,5;86;0
28/12/2018;2200;0,2;25,5;80;1,7
28/12/2018;2300;0;25,3;72;0,3
29/12/2018;0;0;23,7;82;0,4
29/12/2018;100;0;23,1;87;0,2
29/12/2018;200;0;22,9;88;0,5
29/12/2018;300;0;22,8;87;0,5
29/12/2018;400;0;22,2;89;0
29/12/2018;500;0;21,2;93;0
29/12/2018;600;0;20,8;94;0,1
29/12/2018;700;0;20,7;94;0,1
29/12/2018;800;0;20,5;94;0
29/12/2018;900;0;20;94;0
29/12/2018;1000;0;20,2;94;0,1
29/12/2018;1100;0;21,9;92;0,3
29/12/2018;1200;0,2;24,4;81;0,3
29/12/2018;1300;0;26,5;71;0,7
29/12/2018;1400;0;28,2;63;0,4
29/12/2018;1500;0;29;59;1
29/12/2018;1600;0;29,7;57;0,7
29/12/2018;1700;0;30,3;55;1,1
29/12/2018;1800;0;31,2;53;1,6
29/12/2018;1900;0;32,3;47;1,2
29/12/2018;2000;0;32,6;45;2,3
29/12/2018;2100;0;29;64;1,6
29/12/2018;2200;0;27,8;67;1,2
29/12/2018;2300;0;25,5;77;0
30/12/2018;0;0;25,5;78;0
30/12/2018;100;0;25,4;80;0
30/12/2018;200;0;24,3;86;0
30/12/2018;300;0;24,3;88;0,2
30/12/2018;400;0;24,3;83;0,2
30/12/2018;500;0;23,2;84;0,4
30/12/2018;600;0;22,4;86;0,6
30/12/2018;700;0;22,2;87;0,7
30/12/2018;800;0;21,4;90;0
30/12/2018;900;0;21;92;0
30/12/2018;1000;0;21,1;92;0,3
30/12/2018;1100;0;22,9;85;0,4
30/12/2018;1200;0;25,8;72;1,2
30/12/2018;1300;0;27,3;66;0,6
30/12/2018;1400;0;29,9;60;1,5
30/12/2018;1500;0;30,3;55;1,9
30/12/2018;1600;0;30,5;56;1,1
30/12/2018;1700;0;31,5;50;2,5
30/12/2018;1800;0;33,8;40;2
30/12/2018;1900;0;33,5;40;2,3
30/12/2018;2000;0;33;44;2,4
30/12/2018;2100;0;31,1;51;2,4
30/12/2018;2200;0;27,4;68;1,4
30/12/2018;2300;0;25,6;73;0
31/12/2018;0;0;24,2;81;0
31/12/2018;100;0;23,8;87;0
31/12/2018;200;0;23,3;91;0,1
31/12/2018;300;0;23,3;91;0
31/12/2018;400;0;22,5;93;0
31/12/2018;500;0;22,4;93;0
31/12/2018;600;0;22,1;93;0
31/12/2018;700;0;21,7;93;0
31/12/2018;800;0;21,4;94;0
31/12/2018;900;0;21,3;94;0
31/12/2018;1000;0;21,4;94;0
31/12/2018;1100;0;23,5;85;0,2
31/12/2018;1200;0;26,4;71;0,8
31/12/2018;1300;0;29;60;1
31/12/2018;1400;0;31,5;50;1,2
31/12/2018;1500;0;31,9;49;0,9
31/12/2018;1600;0;31,8;52;0,6
31/12/2018;1700;0;32,1;50;1,1
31/12/2018;1800;0;29,8;56;2,8
31/12/2018;1900;0;29,5;55;1,5
31/12/2018;2000;0;30,5;59;0,6
31/12/2018;2100;0;31;56;1
31/12/2018;2200;0;24,9;81;2,5
31/12/2018;2300;0;24,9;81;2
01/01/2019;0;0;25,2;80;0,9
01/01/2019;100;0;24,7;82;0,5
01/01/2019;200;0;24,7;77;1
01/01/2019;300;0;24,6;77;1
01/01/2019;400;0;23,2;80;0,8
01/01/2019;500;0;22,2;86;0,2
