codigo_ibge;nome;latitude;longitude;capital;codigo_uf;siafi_id;ddd;fuso_horario
3532157;Nantes;-22.6156;-51.24;0;35;804;18;America/Sao_Paulo
3532207;Narandiba;-22.4057;-51.5274;0;35;6745;18;America/Sao_Paulo
3532306;Natividade da Serra;-23.3707;-45.4468;0;35;6747;12;America/Sao_Paulo
3532405;Nazaré Paulista;-23.1747;-46.3983;0;35;6749;11;America/Sao_Paulo
3532504;Neves Paulista;-20.843;-49.6358;0;35;6751;17;America/Sao_Paulo
3532603;Nhandeara;-20.6945;-50.0436;0;35;6753;17;America/Sao_Paulo
3532702;Nipoã;-20.9114;-49.7833;0;35;6755;17;America/Sao_Paulo
3532801;Nova Aliança;-21.0156;-49.4986;0;35;6757;17;America/Sao_Paulo
3532827;Nova Campina;-24.1224;-48.9022;0;35;3061;15;America/Sao_Paulo
3532843;Nova Canaã Paulista;-20.3836;-50.9483;0;35;2985;17;America/Sao_Paulo
3532868;Nova Castilho;-20.7615;-50.3477;0;35;806;17;America/Sao_Paulo
3532900;Nova Europa;-21.7765;-48.5705;0;35;6759;16;America/Sao_Paulo
3533007;Nova Granada;-20.5321;-49.3123;0;35;6761;17;America/Sao_Paulo
3533106;Nova Guataporanga;-21.332;-51.6447;0;35;6763;18;America/Sao_Paulo
3533205;Nova Independência;-21.1026;-51.4905;0;35;6765;18;America/Sao_Paulo
3533304;Nova Luzitânia;-20.856;-50.2617;0;35;6767;17;America/Sao_Paulo
3533403;Nova Odessa;-22.7832;-47.2941;0;35;6769;19;America/Sao_Paulo
3533254;Novais;-20.9893;-48.9141;0;35;2979;17;America/Sao_Paulo
3533502;Novo Horizonte;-21.4651;-49.2234;0;35;6771;17;America/Sao_Paulo
3533601;Nuporanga;-20.7296;-47.7429;0;35;6773;16;America/Sao_Paulo
3533700;Ocauçu;-22.438;-49.922;0;35;6775;14;America/Sao_Paulo
3533809;Óleo;-22.9435;-49.3419;0;35;6777;14;America/Sao_Paulo
3533908;Olímpia;-20.7366;-48.9106;0;35;6779;17;America/Sao_Paulo
3534005;Onda Verde;-20.6042;-49.2929;0;35;6781;17;America/Sao_Paulo
3534104;Oriente;-22.1549;-50.0971;0;35;6783;14;America/Sao_Paulo
3534203;Orindiúva;-20.1861;-49.3464;0;35;6785;17;America/Sao_Paulo
3534302;Orlândia;-20.7169;-47.8852;0;35;6787;16;America/Sao_Paulo
3534401;Osasco;-23.5324;-46.7916;0;35;6789;11;America/Sao_Paulo
3534500;Oscar Bressane;-22.3149;-50.2811;0;35;6791;14;America/Sao_Paulo
3534609;Osvaldo Cruz;-21.7968;-50.8793;0;35;6793;18;America/Sao_Paulo
3534708;Ourinhos;-22.9797;-49.8697;0;35;6795;14;America/Sao_Paulo
3534807;Ouro Verde;-21.4872;-51.7024;0;35;6797;18;America/Sao_Paulo
3534757;Ouroeste;-20.0061;-50.3768;0;35;808;17;America/Sao_Paulo
3534906;Pacaembu;-21.5627;-51.2654;0;35;6799;18;America/Sao_Paulo
3535002;Palestina;-20.39;-49.4309;0;35;6801;17;America/Sao_Paulo
3535101;Palmares Paulista;-21.0854;-48.8037;0;35;6803;17;America/Sao_Paulo
3535200;Palmeira d'Oeste;-20.4148;-50.7632;0;35;6805;17;America/Sao_Paulo
3535309;Palmital;-22.7858;-50.218;0;35;6807;18;America/Sao_Paulo
3535408;Panorama;-21.354;-51.8562;0;35;6809;18;America/Sao_Paulo
3535507;Paraguaçu Paulista;-22.4114;-50.5732;0;35;6811;18;America/Sao_Paulo
3535606;Paraibuna;-23.3872;-45.6639;0;35;6813;12;America/Sao_Paulo
3535705;Paraíso;-21.0159;-48.7761;0;35;6815;17;America/Sao_Paulo
3535804;Paranapanema;-23.3862;-48.7214;0;35;6817;14;America/Sao_Paulo
3535903;Paranapuã;-20.1048;-50.5886;0;35;6819;17;America/Sao_Paulo
3536000;Parapuã;-21.7792;-50.7949;0;35;6821;18;America/Sao_Paulo
3536109;Pardinho;-23.0841;-48.3679;0;35;6823;14;America/Sao_Paulo
3536208;Pariquera-Açu;-24.7147;-47.8742;0;35;6825;13;America/Sao_Paulo
3536257;Parisi;-20.3034;-50.0163;0;35;2989;17;America/Sao_Paulo
3536307;Patrocínio Paulista;-20.6384;-47.2801;0;35;6827;16;America/Sao_Paulo
3536406;Paulicéia;-21.3153;-51.8321;0;35;6829;18;America/Sao_Paulo
3536505;Paulínia;-22.7542;-47.1488;0;35;6831;19;America/Sao_Paulo
3536570;Paulistânia;-22.5768;-49.4008;0;35;810;14;America/Sao_Paulo
3536604;Paulo de Faria;-20.0296;-49.4;0;35;6833;17;America/Sao_Paulo
3536703;Pederneiras;-22.3511;-48.7781;0;35;6835;14;America/Sao_Paulo
3536802;Pedra Bela;-22.7902;-46.4455;0;35;6837;11;America/Sao_Paulo
3536901;Pedranópolis;-20.2474;-50.1129;0;35;6839;17;America/Sao_Paulo
3537008;Pedregulho;-20.2535;-47.4775;0;35;6841;16;America/Sao_Paulo
3537107;Pedreira;-22.7413;-46.8948;0;35;6843;19;America/Sao_Paulo
3537156;Pedrinhas Paulista;-22.8174;-50.7933;0;35;2963;18;America/Sao_Paulo
3537206;Pedro de Toledo;-24.2764;-47.2354;0;35;6845;13;America/Sao_Paulo
3537305;Penápolis;-21.4148;-50.0769;0;35;6847;18;America/Sao_Paulo
3537404;Pereira Barreto;-20.6368;-51.1123;0;35;6849;18;America/Sao_Paulo
3537503;Pereiras;-23.0804;-47.972;0;35;6851;14;America/Sao_Paulo
3537602;Peruíbe;-24.312;-47.0012;0;35;6853;13;America/Sao_Paulo
3537701;Piacatu;-21.5921;-50.6003;0;35;6855;18;America/Sao_Paulo
3537800;Piedade;-23.7139;-47.4256;0;35;6857;15;America/Sao_Paulo
3537909;Pilar do Sul;-23.8077;-47.7222;0;35;6859;15;America/Sao_Paulo
3538006;Pindamonhangaba;-22.9246;-45.4613;0;35;6861;12;America/Sao_Paulo
3538105;Pindorama;-21.1853;-48.9086;0;35;6863;17;America/Sao_Paulo
3538204;Pinhalzinho;-22.7811;-46.5897;0;35;6867;11;America/Sao_Paulo
3538303;Piquerobi;-21.8747;-51.7282;0;35;6869;18;America/Sao_Paulo
3538501;Piquete;-22.6069;-45.1869;0;35;6871;12;America/Sao_Paulo
3538600;Piracaia;-23.0525;-46.3594;0;35;6873;11;America/Sao_Paulo
3538709;Piracicaba;-22.7338;-47.6476;0;35;6875;19;America/Sao_Paulo
3538808;Piraju;-23.1981;-49.3803;0;35;6877;14;America/Sao_Paulo
3538907;Pirajuí;-21.999;-49.4608;0;35;6879;14;America/Sao_Paulo
3539004;Pirangi;-21.0886;-48.6607;0;35;6881;17;America/Sao_Paulo
3539103;Pirapora do Bom Jesus;-23.3965;-46.9991;0;35;6883;11;America/Sao_Paulo
3539202;Pirapozinho;-22.2711;-51.4976;0;35;6885;18;America/Sao_Paulo
3539301;Pirassununga;-21.996;-47.4257;0;35;6887;19;America/Sao_Paulo
3539400;Piratininga;-22.4142;-49.1339;0;35;6889;14;America/Sao_Paulo
3539509;Pitangueiras;-21.0132;-48.221;0;35;6891;16;America/Sao_Paulo
3539608;Planalto;-21.0342;-49.933;0;35;6893;18;America/Sao_Paulo
3539707;Platina;-22.6371;-50.2104;0;35;6895;18;America/Sao_Paulo
3539806;Poá;-23.5333;-46.3473;0;35;6897;11;America/Sao_Paulo
3539905;Poloni;-20.7829;-49.8258;0;35;6899;17;America/Sao_Paulo
3540002;Pompéia;-22.107;-50.176;0;35;6901;14;America/Sao_Paulo
3540101;Pongaí;-21.7396;-49.3604;0;35;6903;14;America/Sao_Paulo
3540200;Pontal;-21.0216;-48.0423;0;35;6905;16;America/Sao_Paulo
3540259;Pontalinda;-20.4396;-50.5258;0;35;2987;17;America/Sao_Paulo
3540309;Pontes Gestal;-20.1727;-49.7064;0;35;6907;17;America/Sao_Paulo
3540408;Populina;-19.9453;-50.538;0;35;6909;17;America/Sao_Paulo
3540507;Porangaba;-23.1761;-48.1195;0;35;6911;15;America/Sao_Paulo
3540606;Porto Feliz;-23.2093;-47.5251;0;35;6913;15;America/Sao_Paulo
3540705;Porto Ferreira;-21.8498;-47.487;0;35;6915;19;America/Sao_Paulo
3540754;Potim;-22.8343;-45.2552;0;35;2993;12;America/Sao_Paulo
3540804;Potirendaba;-21.0428;-49.3815;0;35;6917;17;America/Sao_Paulo
3540853;Pracinha;-21.8496;-51.0868;0;35;812;18;America/Sao_Paulo
3540903;Pradópolis;-21.3626;-48.0679;0;35;6919;16;America/Sao_Paulo
3541000;Praia Grande;-24.0084;-46.4121;0;35;6921;13;America/Sao_Paulo
3541059;Pratânia;-22.8112;-48.6636;0;35;814;14;America/Sao_Paulo
3541109;Presidente Alves;-22.0999;-49.4381;0;35;6923;14;America/Sao_Paulo
3541208;Presidente Bernardes;-22.0082;-51.5565;0;35;6925;18;America/Sao_Paulo
3541307;Presidente Epitácio;-21.7651;-52.1111;0;35;6927;18;America/Sao_Paulo
3541406;Presidente Prudente;-22.1207;-51.3925;0;35;6929;18;America/Sao_Paulo
3541505;Presidente Venceslau;-21.8732;-51.8447;0;35;6931;18;America/Sao_Paulo
3541604;Promissão;-21.5356;-49.8599;0;35;6933;14;America/Sao_Paulo
3541653;Quadra;-23.2993;-48.0547;0;35;816;15;America/Sao_Paulo
3541703;Quatá;-22.2456;-50.6966;0;35;6935;18;America/Sao_Paulo
3541802;Queiroz;-21.7969;-50.2415;0;35;6937;14;America/Sao_Paulo
3541901;Queluz;-22.5312;-44.7781;0;35;6939;12;America/Sao_Paulo
3542008;Quintana;-22.0692;-50.307;0;35;6941;14;America/Sao_Paulo
3542107;Rafard;-23.0105;-47.5318;0;35;6943;19;America/Sao_Paulo
3542206;Rancharia;-22.2269;-50.893;0;35;6945;18;America/Sao_Paulo
3542305;Redenção da Serra;-23.2638;-45.5422;0;35;6947;12;America/Sao_Paulo
3542404;Regente Feijó;-22.2181;-51.3055;0;35;6949;18;America/Sao_Paulo
3542503;Reginópolis;-21.8914;-49.2268;0;35;6951;14;America/Sao_Paulo
3542602;Registro;-24.4979;-47.8449;0;35;6953;13;America/Sao_Paulo
3542701;Restinga;-20.6056;-47.4833;0;35;6955;16;America/Sao_Paulo
3542800;Ribeira;-24.6517;-49.0044;0;35;6957;15;America/Sao_Paulo
3542909;Ribeirão Bonito;-22.0685;-48.182;0;35;6959;16;America/Sao_Paulo
3543006;Ribeirão Branco;-24.2206;-48.7635;0;35;6961;15;America/Sao_Paulo
3543105;Ribeirão Corrente;-20.4579;-47.5904;0;35;6963;16;America/Sao_Paulo
3543204;Ribeirão do Sul;-22.789;-49.933;0;35;6965;14;America/Sao_Paulo
3543238;Ribeirão dos Índios;-21.8382;-51.6103;0;35;818;18;America/Sao_Paulo
3543253;Ribeirão Grande;-24.1011;-48.3679;0;35;3057;15;America/Sao_Paulo
3543303;Ribeirão Pires;-23.7067;-46.4058;0;35;6967;11;America/Sao_Paulo
3543402;Ribeirão Preto;-21.1699;-47.8099;0;35;6969;16;America/Sao_Paulo
3543600;Rifaina;-20.0803;-47.4291;0;35;6973;16;America/Sao_Paulo
3543709;Rincão;-21.5894;-48.0728;0;35;6975;16;America/Sao_Paulo
3543808;Rinópolis;-21.7284;-50.7239;0;35;6977;18;America/Sao_Paulo
3543907;Rio Claro;-22.3984;-47.5546;0;35;6979;19;America/Sao_Paulo
3544004;Rio das Pedras;-22.8417;-47.6047;0;35;6981;19;America/Sao_Paulo
3544103;Rio Grande da Serra;-23.7437;-46.3971;0;35;6983;11;America/Sao_Paulo
3544202;Riolândia;-19.9868;-49.6836;0;35;6985;17;America/Sao_Paulo
3543501;Riversul;-23.829;-49.429;0;35;6971;15;America/Sao_Paulo
3544251;Rosana;-22.5782;-53.0603;0;35;7265;18;America/Sao_Paulo
3544301;Roseira;-22.8938;-45.307;0;35;6987;12;America/Sao_Paulo
3544400;Rubiácea;-21.3006;-50.7296;0;35;6989;18;America/Sao_Paulo
3544509;Rubinéia;-20.1759;-51.007;0;35;6991;17;America/Sao_Paulo
3544608;Sabino;-21.4593;-49.5755;0;35;6993;14;America/Sao_Paulo
3544707;Sagres;-21.8823;-50.9594;0;35;6995;18;America/Sao_Paulo
3544806;Sales;-21.3427;-49.4897;0;35;6997;17;America/Sao_Paulo
3544905;Sales Oliveira;-20.7696;-47.8369;0;35;6999;16;America/Sao_Paulo
3545001;Salesópolis;-23.5288;-45.8465;0;35;7001;11;America/Sao_Paulo
3545100;Salmourão;-21.6267;-50.8614;0;35;7003;18;America/Sao_Paulo
3545159;Saltinho;-22.8442;-47.6754;0;35;5445;19;America/Sao_Paulo
3545209;Salto;-23.1996;-47.2931;0;35;7005;11;America/Sao_Paulo
3545308;Salto de Pirapora;-23.6474;-47.5743;0;35;7007;15;America/Sao_Paulo
3545407;Salto Grande;-22.8894;-49.9831;0;35;7009;14;America/Sao_Paulo
3545506;Sandovalina;-22.4551;-51.7648;0;35;7011;18;America/Sao_Paulo
3545605;Santa Adélia;-21.2427;-48.8063;0;35;7013;17;America/Sao_Paulo
3545704;Santa Albertina;-20.0311;-50.7297;0;35;7015;17;America/Sao_Paulo
3545803;Santa Bárbara d'Oeste;-22.7553;-47.4143;0;35;7017;19;America/Sao_Paulo
3546009;Santa Branca;-23.3933;-45.8875;0;35;7021;12;America/Sao_Paulo
3546108;Santa Clara d'Oeste;-20.09;-50.9491;0;35;7023;17;America/Sao_Paulo
3546207;Santa Cruz da Conceição;-22.1405;-47.4512;0;35;7025;19;America/Sao_Paulo
3546256;Santa Cruz da Esperança;-21.2951;-47.4304;0;35;820;16;America/Sao_Paulo
3546306;Santa Cruz das Palmeiras;-21.8235;-47.248;0;35;7027;19;America/Sao_Paulo
3546405;Santa Cruz do Rio Pardo;-22.8988;-49.6354;0;35;7029;14;America/Sao_Paulo
3546504;Santa Ernestina;-21.4618;-48.3953;0;35;7031;16;America/Sao_Paulo
3546603;Santa Fé do Sul;-20.2083;-50.932;0;35;7033;17;America/Sao_Paulo
3546702;Santa Gertrudes;-22.4572;-47.5272;0;35;7035;19;America/Sao_Paulo
3546801;Santa Isabel;-23.3172;-46.2237;0;35;7037;11;America/Sao_Paulo
3546900;Santa Lúcia;-21.685;-48.0885;0;35;7039;16;America/Sao_Paulo
3547007;Santa Maria da Serra;-22.5661;-48.1593;0;35;7041;19;America/Sao_Paulo
3547106;Santa Mercedes;-21.3495;-51.7564;0;35;7043;18;America/Sao_Paulo
3547403;Santa Rita d'Oeste;-20.1414;-50.8358;0;35;7049;17;America/Sao_Paulo
3547502;Santa Rita do Passa Quatro;-21.7083;-47.478;0;35;7051;19;America/Sao_Paulo
3547601;Santa Rosa de Viterbo;-21.4776;-47.3622;0;35;7053;16;America/Sao_Paulo
3547650;Santa Salete;-20.2429;-50.6887;0;35;822;17;America/Sao_Paulo
3547205;Santana da Ponte Pensa;-20.2523;-50.8014;0;35;7045;17;America/Sao_Paulo
3547304;Santana de Parnaíba;-23.4439;-46.9178;0;35;7047;11;America/Sao_Paulo
3547700;Santo Anastácio;-21.9747;-51.6527;0;35;7055;18;America/Sao_Paulo
3547809;Santo André;-23.6737;-46.5432;0;35;7057;11;America/Sao_Paulo
3547908;Santo Antônio da Alegria;-21.0864;-47.1464;0;35;7059;16;America/Sao_Paulo
3548005;Santo Antônio de Posse;-22.6029;-46.9192;0;35;7061;19;America/Sao_Paulo
3548054;Santo Antônio do Aracanguá;-20.9331;-50.498;0;35;2939;18;America/Sao_Paulo
3548104;Santo Antônio do Jardim;-22.1121;-46.6845;0;35;7063;19;America/Sao_Paulo
3548203;Santo Antônio do Pinhal;-22.827;-45.663;0;35;7065;12;America/Sao_Paulo
3548302;Santo Expedito;-21.8467;-51.3929;0;35;7067;18;America/Sao_Paulo
3548401;Santópolis do Aguapeí;-21.6376;-50.5044;0;35;7069;18;America/Sao_Paulo
3548500;Santos;-23.9535;-46.335;0;35;7071;13;America/Sao_Paulo
3548609;São Bento do Sapucaí;-22.6837;-45.7287;0;35;7073;12;America/Sao_Paulo
3548708;São Bernardo do Campo;-23.6914;-46.5646;0;35;7075;11;America/Sao_Paulo
3548807;São Caetano do Sul;-23.6229;-46.5548;0;35;7077;11;America/Sao_Paulo
3548906;São Carlos;-22.0174;-47.886;0;35;7079;16;America/Sao_Paulo
3549003;São Francisco;-20.3623;-50.6952;0;35;7081;17;America/Sao_Paulo
3549102;São João da Boa Vista;-21.9707;-46.7944;0;35;7083;19;America/Sao_Paulo
3549201;São João das Duas Pontes;-20.3879;-50.3792;0;35;7085;17;America/Sao_Paulo
3549250;São João de Iracema;-20.5111;-50.3561;0;35;2941;17;America/Sao_Paulo
3549300;São João do Pau d'Alho;-21.2662;-51.6672;0;35;7087;18;America/Sao_Paulo
3549409;São Joaquim da Barra;-20.5812;-47.8593;0;35;7089;16;America/Sao_Paulo
3549508;São José da Bela Vista;-20.5935;-47.6424;0;35;7091;16;America/Sao_Paulo
3549607;São José do Barreiro;-22.6414;-44.5774;0;35;7093;12;America/Sao_Paulo
3549706;São José do Rio Pardo;-21.5953;-46.8873;0;35;7095;19;America/Sao_Paulo
3549805;São José do Rio Preto;-20.8113;-49.3758;0;35;7097;17;America/Sao_Paulo
3549904;São José dos Campos;-23.1896;-45.8841;0;35;7099;12;America/Sao_Paulo
3549953;São Lourenço da Serra;-23.8491;-46.9432;0;35;5447;11;America/Sao_Paulo
3550001;São Luiz do Paraitinga;-23.222;-45.3109;0;35;7101;12;America/Sao_Paulo
3550100;São Manuel;-22.7321;-48.5723;0;35;7103;14;America/Sao_Paulo
3550209;São Miguel Arcanjo;-23.8782;-47.9935;0;35;7105;15;America/Sao_Paulo
3550308;São Paulo;-23.5329;-46.6395;1;35;7107;11;America/Sao_Paulo
3550407;São Pedro;-22.5483;-47.9096;0;35;7109;19;America/Sao_Paulo
3550506;São Pedro do Turvo;-22.7453;-49.7428;0;35;7111;14;America/Sao_Paulo
3550605;São Roque;-23.5226;-47.1357;0;35;7113;11;America/Sao_Paulo
3550704;São Sebastião;-23.7951;-45.4143;0;35;7115;12;America/Sao_Paulo
3550803;São Sebastião da Grama;-21.7041;-46.8208;0;35;7117;19;America/Sao_Paulo
3550902;São Simão;-21.4732;-47.5518;0;35;7119;16;America/Sao_Paulo
3551009;São Vicente;-23.9574;-46.3883;0;35;7121;13;America/Sao_Paulo
3551108;Sarapuí;-23.6397;-47.8249;0;35;7123;15;America/Sao_Paulo
3551207;Sarutaiá;-23.2721;-49.4763;0;35;7125;14;America/Sao_Paulo
3551306;Sebastianópolis do Sul;-20.6523;-49.925;0;35;7127;17;America/Sao_Paulo
3551405;Serra Azul;-21.3074;-47.5602;0;35;7129;16;America/Sao_Paulo
3551603;Serra Negra;-22.6139;-46.7033;0;35;7133;19;America/Sao_Paulo
3551504;Serrana;-21.2043;-47.5952;0;35;7131;16;America/Sao_Paulo
3551702;Sertãozinho;-21.1316;-47.9875;0;35;7135;16;America/Sao_Paulo
3551801;Sete Barras;-24.382;-47.9279;0;35;7137;13;America/Sao_Paulo
3551900;Severínia;-20.8108;-48.8054;0;35;7139;17;America/Sao_Paulo
3552007;Silveiras;-22.6638;-44.8522;0;35;7141;12;America/Sao_Paulo
3552106;Socorro;-22.5903;-46.5251;0;35;7143;19;America/Sao_Paulo
3552205;Sorocaba;-23.4969;-47.4451;0;35;7145;15;America/Sao_Paulo
3552304;Sud Mennucci;-20.6872;-50.9238;0;35;7147;18;America/Sao_Paulo
3552403;Sumaré;-22.8204;-47.2728;0;35;7149;19;America/Sao_Paulo
3552551;Suzanápolis;-20.4981;-51.0268;0;35;2945;18;America/Sao_Paulo
3552502;Suzano;-23.5448;-46.3112;0;35;7151;11;America/Sao_Paulo
3552601;Tabapuã;-20.9602;-49.0307;0;35;7153;17;America/Sao_Paulo
3552700;Tabatinga;-21.7239;-48.6896;0;35;7155;16;America/Sao_Paulo
3552809;Taboão da Serra;-23.6019;-46.7526;0;35;7157;11;America/Sao_Paulo
3552908;Taciba;-22.3866;-51.2882;0;35;7159;18;America/Sao_Paulo
3553005;Taguaí;-23.4452;-49.4024;0;35;7161;14;America/Sao_Paulo
3553104;Taiaçu;-21.1431;-48.5112;0;35;7163;16;America/Sao_Paulo
3553203;Taiúva;-21.1223;-48.4528;0;35;7165;16;America/Sao_Paulo
3553302;Tambaú;-21.7029;-47.2703;0;35;7167;19;America/Sao_Paulo
